Product Name,Barcode,Product Group,Designed Capacity (ml),Material Type,"Height (with cap, in mm)",Registration Status,Weight - Empty(gm),Date Approval Status updated,Largest diameter (mm),Expiry Date,Glass Colour,PET Colour,Glass Colour - Other,Beverage Registrations #,Product Group - Other,Material Type - Other,NSW Refund Logo,Removable Lid?
Schlenkerla Marzen 500ml,4037458000012,Beer,500,Glass,262,Active,386,28-Nov-17,65,30-Nov-22,Amber/Brown,,,BR-0006263,,,TRUE,
Schlenkerla Lager 500mL,4037458000111,Beer,500,Glass,262,Active,386,28-Nov-17,65,30-Nov-22,Amber/Brown,,,BR-0006266,,,TRUE,
Schlenkerla Urbock 500ml,4037458000128,Beer,500,Glass,262,Active,386,28-Nov-17,65,30-Nov-22,Amber/Brown,,,BR-0006265,,,TRUE,
Schlenkerla 'Eiche' Doppelbock 500ml,4037458000135,Beer,500,Glass,262,Active,386,28-Nov-17,65,30-Nov-22,Amber/Brown,,,BR-0006267,,,TRUE,
Schlenkerla Weizen 500ml,4037458000159,Beer,500,Glass,262,Active,386,28-Nov-17,65,30-Nov-22,Amber/Brown,,,BR-0006264,,,TRUE,
Schlenkerla Fastenbier 500ml,4037458000166,Beer,500,Glass,262,Active,386,28-Nov-17,65,30-Nov-22,Amber/Brown,,,BR-0006268,,,TRUE,
Paulaner Original Munich Premium Lager,4066600060864,Beer,330,Glass,230,Active,310,16-Oct-17,60,30-Nov-22,Amber/Brown,,,BR-0000719,,,TRUE,
Paulaner Hefe-Weizen,4066600060871,Beer,330,Glass,230,Active,253,16-Oct-17,60,30-Nov-22,Amber/Brown,,,BR-0000721,,,TRUE,
PAULANER OKTOBERFERST BIER,4066600612049,Beer,500,Glass,250,Active,273,7-Dec-17,65,1-Dec-22,Amber/Brown,,,BR-0007606,,,FALSE,
PAULANER HEFE WEISSBIER ALC FREE,4066600941910,Beer,500,Glass,250,Active,281,7-Dec-17,65,1-Dec-22,Amber/Brown,,,BR-0007595,,,FALSE,
PAULANER WEISSBIER DUNKEL,4066600941972,Beer,500,Glass,250,Active,65,21-Dec-17,274,1-Dec-22,Amber/Brown,,,BR-0007594,,,FALSE,
SPATEN OKTOBERFEST BIER,4072700001089,Beer,500,Glass,250,Active,280,7-Dec-17,65,1-Dec-22,Amber/Brown,,,BR-0007605,,,FALSE,
BECKS BTLS 330ML,4100130003936,Beer,330,Glass,225,Active,205,19-Jan-18,62,16-Jan-23,Green,,,BR-0008066,,,FALSE,
becks,4100130022692,Beer,330,Glass,232,Active,600,7-Mar-18,55,5-Mar-23,Green,,,BR-0008297,,,TRUE,
Altenmunster,4103930320029,Beer,500,Glass,240,Active,250,28-Jun-19,90,26-Jun-24,Amber/Brown,,,BR-0008289,,,TRUE,
Baltika 3 can 450ml,4260136840383,Beer,450,Aluminium,168,Active,19,18-Jan-18,164,10-Jan-23,,,,BR-0008011,,,TRUE,No
KOZAEMON Akaiwa Omachi 6/1.8L,4524990111127,Other,1800,Glass,400,Active,950,12-Dec-18,104,13-Nov-23,Other,,OTHER,BR-0009091,sake,,TRUE,
KOZAEMON House Sake 12/720ml,4524990730229,Other,720,Glass,292,Active,420,12-Dec-18,79,13-Nov-23,Amber/Brown,,,BR-0009090,sake,,TRUE,
Baltika 9 can 900ml,4600682001126,Beer,900,Aluminium,187,Active,41,1-Feb-18,84,24-Jan-23,,,,BR-0008018,,,TRUE,No
Baltika 7 can 450ml,4600682007456,Beer,450,Aluminium,168,Active,22,18-Jan-18,64,10-Jan-23,,,,BR-0008014,,,TRUE,No
Baltika 9 bottle 450ml,4600682009450,Beer,450,Glass,251,Active,286,18-Jan-18,67,10-Jan-23,Amber/Brown,,,BR-0008016,,,TRUE,
Baltika 3 can 900ml,4600682200093,Beer,900,Aluminium,187,Active,41,18-Jan-18,84,10-Jan-23,,,,BR-0008012,,,TRUE,No
Baltika 0 can 450ml,4600682251453,Beer,450,Aluminium,168,Active,26,18-Jan-18,64,10-Jan-23,,,,BR-0008009,,,TRUE,No
Baltika 0 bottle 470ml,4600682401476,Beer,470,Glass,27,Active,374,18-Jan-18,71,10-Jan-23,Green,,,BR-0008008,,,FALSE,
Baltika 3 bottle 450ml,4600682403456,Beer,450,Glass,251,Active,288,18-Jan-18,67,10-Jan-23,Blue,,,BR-0008010,,,TRUE,
Baltika 7 can 900ml,4600682407096,Beer,900,Aluminium,187,Active,41,18-Jan-18,84,10-Jan-23,,,,BR-0008015,,,TRUE,No
Baltika 7 bottle 450ml,4600682407478,Beer,470,Glass,270,Active,374,18-Jan-18,71,10-Jan-23,Green,,,BR-0008013,,,TRUE,
Baltika 9 can 450ml,4600682409458,Beer,450,Aluminium,168,Active,22,18-Jan-18,64,10-Jan-23,,,,BR-0008017,,,TRUE,No
Zhatecky Gus can 450ml,4600682483380,Beer,450,Aluminium,168,Active,22,18-Jan-18,64,10-Jan-23,,,,BR-0008019,,,TRUE,No
Zatecky Gus can 900ml,4600682483915,Beer,900,Aluminium,187,Active,41,18-Jan-18,84,10-Jan-23,,,,BR-0008020,,,TRUE,No
Fuze Tea Lemon Black Tea,4710018166006,Flavoured water/soft drink/ sports drink (non-carb),580,PET,230,Active,27,8-Jun-18,60,31-May-23,,Clear/Transparent,,BR-0009064,,,FALSE,
Fuze Tea Lemon Black Tea,4710018167508,Flavoured water/soft drink/ sports drink (non-carb),1250,PET,295,Active,47,8-Jun-18,88,31-May-23,,Clear/Transparent,,BR-0009065,,,FALSE,
Toreta!,4710018182006,Flavoured water/soft drink/ sports drink (non-carb),600,PET,230,Active,32,8-Jun-18,68,31-May-23,,Clear/Transparent,,BR-0009066,,,FALSE,
VEDAN Green Pumpkin Drink,4710110811422,Flavoured water/soft drink/ sports drink (non-carb),490,Steel (cans),170,Active,65,9-May-18,66,8-May-23,,,,BR-0008813,,,TRUE,No
GREEN POWER GUAVA JUICE DRINK,4710111900729,Fruit juice,490,Aluminium,168,Active,21,9-May-18,66,8-May-23,,,,BR-0008814,,,TRUE,No
GREEN POWER GRAPE JUICE DRINK,4710111901542,Fruit juice,490,Aluminium,168,Active,21,9-May-18,66,8-May-23,,,,BR-0008816,,,TRUE,No
GREEN POWER MANGO JUICE,4710111901719,Fruit juice,490,Aluminium,168,Active,21,9-May-18,66,8-May-23,,,,BR-0008815,,,TRUE,No
BLACK BEAN DRINK 700ML,4710336106692,Flavoured water/soft drink/ sports drink (non-carb),700,PET,220,Active,15,16-Apr-21,65,14-Apr-26,,Colourless/Natural,,BR-0552834,,,TRUE,
BARLEY DRINK,4710626055211,Other,1480,PET,300,Active,70,9-May-18,85,8-May-23,,Clear/Transparent,,BR-0008812,Tea,,TRUE,
MULTIGRAIN ACTIVATE TEA,4710626159513,Other,590,PET,233,Active,30,9-May-18,64,8-May-23,,Clear/Transparent,,BR-0008809,Tea,,TRUE,
UKON ACTIVATE TEA,4710626173519,Other,590,PET,233,Active,30,9-May-18,64,8-May-23,,Clear/Transparent,,BR-0008810,Tea,,TRUE,
HATOMUGI ESSENCE WATER,4712511941838,Flavoured water/soft drink/ sports drink (non-carb),560,PET,233,Active,30,9-May-18,65,8-May-23,,Clear/Transparent,,BR-0008811,,,TRUE,
SPARKLING WATER STRAWBERRY 330ML,4713280941241,Flavoured water/soft drink (carbonated),330,Steel (cans),130,Active,23,16-Apr-21,65,14-Apr-26,,,,BR-0552843,,,TRUE,No
Tao Ti Green Tea (with honey),4892214250267,Other,1500,PET,310,Active,58,7-Dec-17,90,30-Nov-22,,Other,,BR-0003038,Green Tea,,TRUE,
Tai Ti Mandarin Lemon Juice Drink,4892214251370,Flavoured water/soft drink/ sports drink (non-carb),1500,PET,310,Active,58,7-Dec-17,90,30-Nov-22,,Clear/Transparent,,BR-0003035,,,FALSE,
Tao Ti Supreme Oolong (Jasmine),4892214251455,Other,500,PET,210,Active,26,29-Nov-17,60,30-Nov-22,,Clear/Transparent,,BR-0003034,Oolong Tea,,FALSE,
Tai Ti Supreme Genmaicha,4892214253527,Other,500,PET,210,Active,26,29-Nov-17,60,30-Nov-22,,Clear/Transparent,,BR-0003033,Tea,,FALSE,
Tao Ti Supreme Oolong Tea,4892214255262,Other,1500,PET,310,Active,58,7-Dec-17,90,30-Nov-22,,Clear/Transparent,,BR-0003037,Oolong Tea,,FALSE,
Tao Ti Supreme Meta Tea,4892214256337,Other,1500,PET,310,Active,58,7-Dec-17,90,30-Nov-22,,Clear/Transparent,,BR-0003036,Tea,,FALSE,
